district,year,scenario,drought_probability,proj_rainfall_mm,proj_temp_c,proj_spi3,vulnerability,cdsi_mean,data_source,latitude,longitude
Jayashankar Bhupalpally,2029,SSP5-8.5,0.783,1651.3,28.26,0.704,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2030,SSP5-8.5,0.785,1666.5,28.3,0.724,0.86,0.667,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2031,SSP5-8.5,0.787,1681.7,28.34,0.744,0.86,0.669,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2032,SSP5-8.5,0.788,1696.9,28.38,0.764,0.86,0.67,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2033,SSP5-8.5,0.79,1712.1,28.42,0.784,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2034,SSP5-8.5,0.791,1727.3,28.46,0.804,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2035,SSP5-8.5,0.793,1742.5,28.5,0.824,0.86,0.674,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2036,SSP5-8.5,0.795,1757.7,28.54,0.844,0.86,0.675,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2037,SSP5-8.5,0.796,1772.9,28.58,0.864,0.86,0.677,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2038,SSP5-8.5,0.798,1788.1,28.62,0.884,0.86,0.678,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2039,SSP5-8.5,0.799,1803.3,28.66,0.905,0.86,0.68,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2040,SSP5-8.5,0.801,1818.5,28.7,0.925,0.86,0.681,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jogulamba Gadwal,2026,SSP2-4.5,0.907,541.1,28.54,-0.374,0.9,0.771,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2027,SSP2-4.5,0.912,534.9,28.6,-0.391,0.9,0.775,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2028,SSP2-4.5,0.917,528.7,28.66,-0.408,0.9,0.78,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2029,SSP2-4.5,0.922,522.4,28.72,-0.425,0.9,0.784,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2030,SSP2-4.5,0.927,516.2,28.77,-0.442,0.9,0.788,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2031,SSP2-4.5,0.932,510.0,28.83,-0.458,0.9,0.793,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2032,SSP2-4.5,0.938,503.8,28.89,-0.475,0.9,0.797,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2033,SSP2-4.5,0.943,497.5,28.95,-0.492,0.9,0.801,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2034,SSP2-4.5,0.948,491.3,29.01,-0.509,0.9,0.806,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2035,SSP2-4.5,0.95,485.1,29.06,-0.526,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2036,SSP2-4.5,0.95,478.9,29.12,-0.543,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2037,SSP2-4.5,0.95,472.6,29.18,-0.56,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2038,SSP2-4.5,0.95,466.4,29.24,-0.576,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2039,SSP2-4.5,0.95,460.2,29.29,-0.593,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2040,SSP2-4.5,0.95,454.0,29.35,-0.61,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2026,SSP5-8.5,0.931,512.6,28.82,-0.458,0.9,0.791,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2027,SSP5-8.5,0.938,504.4,28.9,-0.481,0.9,0.797,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2028,SSP5-8.5,0.945,496.1,28.98,-0.504,0.9,0.803,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2029,SSP5-8.5,0.95,487.8,29.06,-0.527,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2030,SSP5-8.5,0.95,479.6,29.13,-0.55,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2031,SSP5-8.5,0.95,471.3,29.21,-0.572,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2032,SSP5-8.5,0.95,463.0,29.29,-0.595,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2033,SSP5-8.5,0.95,454.8,29.37,-0.618,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2034,SSP5-8.5,0.95,446.5,29.45,-0.641,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2035,SSP5-8.5,0.95,438.3,29.52,-0.664,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2036,SSP5-8.5,0.95,430.0,29.6,-0.687,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2037,SSP5-8.5,0.95,421.7,29.68,-0.71,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2038,SSP5-8.5,0.95,413.5,29.76,-0.732,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2039,SSP5-8.5,0.95,405.2,29.83,-0.755,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Jogulamba Gadwal,2040,SSP5-8.5,0.95,397.0,29.91,-0.778,0.9,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.2305,77.8058
Kamareddy,2026,SSP2-4.5,0.781,967.3,27.28,-0.118,0.86,0.664,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2027,SSP2-4.5,0.782,968.8,27.32,-0.125,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2028,SSP2-4.5,0.783,970.3,27.35,-0.132,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2029,SSP2-4.5,0.785,971.8,27.38,-0.139,0.86,0.667,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2030,SSP2-4.5,0.786,973.2,27.42,-0.146,0.86,0.668,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2031,SSP2-4.5,0.787,974.7,27.45,-0.153,0.86,0.669,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2032,SSP2-4.5,0.789,976.2,27.48,-0.16,0.86,0.67,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2033,SSP2-4.5,0.79,977.7,27.51,-0.167,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2034,SSP2-4.5,0.791,979.2,27.55,-0.175,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2035,SSP2-4.5,0.793,980.7,27.58,-0.182,0.86,0.674,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2036,SSP2-4.5,0.794,982.2,27.61,-0.189,0.86,0.675,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2037,SSP2-4.5,0.795,983.6,27.65,-0.196,0.86,0.676,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2038,SSP2-4.5,0.796,985.1,27.68,-0.203,0.86,0.677,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2039,SSP2-4.5,0.798,986.6,27.71,-0.21,0.86,0.678,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2040,SSP2-4.5,0.799,988.1,27.74,-0.217,0.86,0.679,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2026,SSP5-8.5,0.792,929.7,27.56,-0.202,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2027,SSP5-8.5,0.794,928.4,27.62,-0.215,0.86,0.675,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2028,SSP5-8.5,0.796,927.2,27.67,-0.228,0.86,0.677,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2029,SSP5-8.5,0.798,926.0,27.72,-0.241,0.86,0.678,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2030,SSP5-8.5,0.8,924.8,27.78,-0.254,0.86,0.68,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2031,SSP5-8.5,0.802,923.6,27.83,-0.267,0.86,0.682,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2032,SSP5-8.5,0.805,922.4,27.88,-0.28,0.86,0.684,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2033,SSP5-8.5,0.807,921.2,27.93,-0.293,0.86,0.686,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2034,SSP5-8.5,0.809,920.0,27.99,-0.307,0.86,0.687,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2035,SSP5-8.5,0.811,918.8,28.04,-0.32,0.86,0.689,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2036,SSP5-8.5,0.813,917.6,28.09,-0.333,0.86,0.691,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2037,SSP5-8.5,0.815,916.4,28.15,-0.346,0.86,0.693,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2038,SSP5-8.5,0.817,915.2,28.2,-0.359,0.86,0.695,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2039,SSP5-8.5,0.819,914.0,28.25,-0.372,0.86,0.696,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Kamareddy,2040,SSP5-8.5,0.821,912.8,28.3,-0.385,0.86,0.698,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.322,78.334
Karimnagar,2026,SSP2-4.5,0.761,1387.6,27.57,0.616,0.86,0.647,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2027,SSP2-4.5,0.762,1402.5,27.59,0.638,0.86,0.648,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2028,SSP2-4.5,0.763,1417.3,27.6,0.659,0.86,0.648,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2029,SSP2-4.5,0.763,1432.2,27.61,0.681,0.86,0.649,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2030,SSP2-4.5,0.764,1447.0,27.63,0.702,0.86,0.649,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2031,SSP2-4.5,0.764,1461.9,27.64,0.724,0.86,0.65,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2032,SSP2-4.5,0.765,1476.7,27.66,0.745,0.86,0.65,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2033,SSP2-4.5,0.765,1491.6,27.67,0.767,0.86,0.651,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2034,SSP2-4.5,0.766,1506.4,27.69,0.788,0.86,0.651,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2035,SSP2-4.5,0.767,1521.3,27.7,0.81,0.86,0.652,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2036,SSP2-4.5,0.767,1536.1,27.71,0.831,0.86,0.652,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2037,SSP2-4.5,0.768,1551.0,27.73,0.853,0.86,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2038,SSP2-4.5,0.768,1565.8,27.74,0.875,0.86,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2039,SSP2-4.5,0.769,1580.7,27.76,0.896,0.86,0.654,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2040,SSP2-4.5,0.769,1595.5,27.77,0.918,0.86,0.654,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2026,SSP5-8.5,0.773,1347.0,27.85,0.532,0.86,0.657,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2027,SSP5-8.5,0.774,1359.0,27.89,0.548,0.86,0.658,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2028,SSP5-8.5,0.775,1370.9,27.92,0.563,0.86,0.659,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2029,SSP5-8.5,0.777,1382.9,27.95,0.579,0.86,0.66,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2030,SSP5-8.5,0.778,1394.8,27.99,0.594,0.86,0.661,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2031,SSP5-8.5,0.78,1406.8,28.02,0.61,0.86,0.663,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2032,SSP5-8.5,0.781,1418.7,28.06,0.625,0.86,0.664,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2033,SSP5-8.5,0.782,1430.7,28.09,0.641,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2034,SSP5-8.5,0.784,1442.6,28.13,0.656,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2035,SSP5-8.5,0.785,1454.6,28.16,0.672,0.86,0.667,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2036,SSP5-8.5,0.786,1466.5,28.19,0.687,0.86,0.668,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2037,SSP5-8.5,0.788,1478.5,28.23,0.703,0.86,0.67,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2038,SSP5-8.5,0.789,1490.4,28.26,0.719,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2039,SSP5-8.5,0.79,1502.4,28.3,0.734,0.86,0.672,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Karimnagar,2040,SSP5-8.5,0.792,1514.3,28.33,0.75,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4386,79.1288
Khammam,2026,SSP2-4.5,0.743,1017.6,28.52,0.225,0.82,0.632,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2027,SSP2-4.5,0.745,1020.6,28.55,0.232,0.82,0.633,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2028,SSP2-4.5,0.746,1023.6,28.59,0.238,0.82,0.634,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2029,SSP2-4.5,0.748,1026.6,28.62,0.245,0.82,0.635,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2030,SSP2-4.5,0.749,1029.6,28.66,0.251,0.82,0.637,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2031,SSP2-4.5,0.75,1032.6,28.69,0.258,0.82,0.638,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2032,SSP2-4.5,0.752,1035.6,28.73,0.264,0.82,0.639,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2033,SSP2-4.5,0.753,1038.7,28.76,0.271,0.82,0.64,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2034,SSP2-4.5,0.755,1041.7,28.8,0.277,0.82,0.641,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2035,SSP2-4.5,0.756,1044.7,28.83,0.283,0.82,0.643,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2036,SSP2-4.5,0.757,1047.7,28.87,0.29,0.82,0.644,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2037,SSP2-4.5,0.759,1050.7,28.91,0.296,0.82,0.645,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2038,SSP2-4.5,0.76,1053.7,28.94,0.303,0.82,0.646,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2039,SSP2-4.5,0.762,1056.7,28.98,0.309,0.82,0.647,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2040,SSP2-4.5,0.763,1059.7,29.01,0.316,0.82,0.649,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2026,SSP5-8.5,0.755,979.5,28.8,0.141,0.82,0.641,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2027,SSP5-8.5,0.757,979.8,28.85,0.142,0.82,0.643,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2028,SSP5-8.5,0.759,980.1,28.91,0.142,0.82,0.645,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2029,SSP5-8.5,0.761,980.4,28.96,0.143,0.82,0.647,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2030,SSP5-8.5,0.763,980.7,29.02,0.143,0.82,0.649,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2031,SSP5-8.5,0.766,981.0,29.07,0.144,0.82,0.651,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2032,SSP5-8.5,0.768,981.2,29.13,0.144,0.82,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2033,SSP5-8.5,0.77,981.5,29.18,0.145,0.82,0.655,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2034,SSP5-8.5,0.772,981.8,29.24,0.145,0.82,0.656,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2035,SSP5-8.5,0.774,982.1,29.29,0.145,0.82,0.658,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2036,SSP5-8.5,0.777,982.4,29.35,0.146,0.82,0.66,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2037,SSP5-8.5,0.779,982.7,29.41,0.146,0.82,0.662,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2038,SSP5-8.5,0.781,983.0,29.46,0.147,0.82,0.664,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2039,SSP5-8.5,0.783,983.2,29.52,0.147,0.82,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Khammam,2040,SSP5-8.5,0.786,983.5,29.57,0.148,0.82,0.668,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.2473,80.1514
Kumuram Bheem,2026,SSP2-4.5,0.721,1618.3,27.3,0.744,0.82,0.613,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2027,SSP2-4.5,0.722,1634.8,27.32,0.771,0.82,0.614,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2028,SSP2-4.5,0.723,1651.4,27.33,0.797,0.82,0.614,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2029,SSP2-4.5,0.723,1668.0,27.34,0.823,0.82,0.615,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2030,SSP2-4.5,0.724,1684.5,27.36,0.85,0.82,0.615,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2031,SSP2-4.5,0.724,1701.1,27.37,0.876,0.82,0.616,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2032,SSP2-4.5,0.725,1717.7,27.39,0.902,0.82,0.616,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2033,SSP2-4.5,0.726,1734.2,27.4,0.929,0.82,0.617,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2034,SSP2-4.5,0.726,1750.8,27.42,0.955,0.82,0.617,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2035,SSP2-4.5,0.727,1767.4,27.43,0.982,0.82,0.618,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2036,SSP2-4.5,0.727,1783.9,27.45,1.008,0.82,0.618,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2037,SSP2-4.5,0.728,1800.5,27.46,1.034,0.82,0.619,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2038,SSP2-4.5,0.728,1817.0,27.47,1.061,0.82,0.619,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2039,SSP2-4.5,0.729,1833.6,27.49,1.087,0.82,0.62,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2040,SSP2-4.5,0.73,1850.2,27.5,1.113,0.82,0.62,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2026,SSP5-8.5,0.733,1570.1,27.58,0.66,0.82,0.623,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2027,SSP5-8.5,0.734,1583.2,27.62,0.681,0.82,0.624,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2028,SSP5-8.5,0.735,1596.4,27.65,0.701,0.82,0.625,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2029,SSP5-8.5,0.737,1609.5,27.68,0.721,0.82,0.626,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2030,SSP5-8.5,0.738,1622.6,27.72,0.742,0.82,0.627,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2031,SSP5-8.5,0.74,1635.8,27.75,0.762,0.82,0.629,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2032,SSP5-8.5,0.741,1648.9,27.79,0.782,0.82,0.63,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2033,SSP5-8.5,0.742,1662.0,27.82,0.803,0.82,0.631,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2034,SSP5-8.5,0.744,1675.1,27.86,0.823,0.82,0.632,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2035,SSP5-8.5,0.745,1688.3,27.89,0.844,0.82,0.633,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2036,SSP5-8.5,0.746,1701.4,27.93,0.864,0.82,0.634,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2037,SSP5-8.5,0.748,1714.5,27.96,0.884,0.82,0.636,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2038,SSP5-8.5,0.749,1727.6,27.99,0.905,0.82,0.637,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2039,SSP5-8.5,0.751,1740.8,28.03,0.925,0.82,0.638,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Kumuram Bheem,2040,SSP5-8.5,0.752,1753.9,28.06,0.945,0.82,0.639,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubabad,2026,SSP2-4.5,0.778,1175.3,27.92,0.257,0.86,0.662,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2027,SSP2-4.5,0.78,1182.7,27.95,0.264,0.86,0.663,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2028,SSP2-4.5,0.781,1190.1,27.98,0.272,0.86,0.664,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2029,SSP2-4.5,0.782,1197.6,28.01,0.28,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2030,SSP2-4.5,0.783,1205.0,28.05,0.287,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2031,SSP2-4.5,0.785,1212.4,28.08,0.295,0.86,0.667,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
